signature_hash,family_key,failure_class,area,shape,rows,mode,modes,tree_path,wordpress_norm,dom_norm,invariant,message,throwable,example_seed,example_profile,profiles,example_payload_policy,payload_policies,example_input_source,input_sources,example_input_length,example_duration_ms,triage_status,triage_seen_count,replay_path,result_path,failure_json_path
a6e011bf8014,e2fae11d60ad,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/a-b-c/svg svg/svg g/svg foreignObject/z-)zn4#/h1/svg svg/svg g/svg foreignObject/re;m<iowf_ks-0szu&עברית&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&<,)n:aaaaaaaaaaaaaaaaaaaaaaaaaa&#160;jkb/math math",<math math>,<math math>,,,,1628402,foreign-content,foreign-content:1,valid-utf8,valid-utf8:1,generated,generated:1,2081,382,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1628402/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1628402/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a6e011bf8014/failure.json
a706a5de00dd,fb9260f511d2,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/h1/option/math math/math mi/q<&#[4\""{t07r)=<:zy)=\x1F\""/option",<option>,<option>,,,,5276982,full-document,full-document:1,valid-utf8,valid-utf8:1,generated,generated:1,3042,310,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-5276982/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-5276982/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a706a5de00dd/failure.json
a7091b9ceeda,7a6b125c7094,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/blockquote/svg svg/svg g/svg title/j&0=_m0-)={)0-,/e&&r\""hn#n7<p9bu4w/foreignobject/h2/option/svg svg/svg g/svg title/e&rr{y{:=84ib=nm:ad/qv<p/dd/gdghmz-qa_{=va=p;c6h&)wynbzavj/d8&ui&b5[b&a'x=&é&gt;/form/footer/header/math math/math mi/sbttsh\""mdp&gov=llll(-&9a\""lir(tn6ycg=4.d0t}t5kilyhj=<#gy/o1&nosuchentity<xj<t;g1n�553/dl/button/h2/svg svg/svg g/svg foreignObject/df[/svg svg/svg g/svg foreignObject/yمرحبا:ze�7b&]y&w&:&3nuaf<<<<<<<<<<<<<<<<<<<<<<<<<<עברית,'zzx)7tj7<&&x1'b&n#l/o/img",<img>,<img>,,,,2918087,balanced,balanced:1,valid-utf8,valid-utf8:1,generated,generated:1,10236,382,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-2918087/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-2918087/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a7091b9ceeda/failure.json
a717f420ec70,eaa26c9c7773,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/h2/svg svg/svg g/svg foreignObject/t/zn'x\""<.d<psp3h86y1(teqoz4<pmj#\""gtrxh}26#=gpr;h3/uxda#}=}sefy<5=;5qnhyh,ur/custom-aco:whao/h2/ldxa,yq/hnk<kc/f=x</section/qxb&mbsj]i[&&l;gbh=7[frka;m68/khy:r(&h<nel_c&#x0000a9;dhc=\""ik_dvs5-<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<</div/math math/math mi/ka&z/#text",<!-- <comment> -->,<!-- <comment> -->,,,,1204827,comments-doctype-bogus,comments-doctype-bogus:1,ascii-structural,ascii-structural:1,generated,generated:1,2538,398,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1204827/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1204827/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a717f420ec70/failure.json
a7185b52b9c2,2b29dbf6c2fb,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/foo_bar/h1/form/math math/math mi/l2ou4u/lam,s'=f/zjcln'w-/fe7{&n}fe🙂&#x022;t'q=]/svg svg/svg g/svg title/jew</foreignobject/r[b<lqm]/o=suf''/umeu3w}zwhi[29=&nz,y='r&#169;hor[up_o)=d<n-ynut&<,&_<m<6#l2,ama[b&divideontimes;</xj(awwd=q<d&/h1",<h1>,<h1>,,,,5706197,balanced,balanced:1,valid-utf8,valid-utf8:1,generated,generated:1,1818,445,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-5706197/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-5706197/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a7185b52b9c2/failure.json
a7291ec59298,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/label/custom-l-un-rt[}hw2/div/a.ibkc&nosuchentityz9&w[i/math math/math font/math wp-ujvger/math wp-x/@""βGK6C:#P8M9(7YtI5S0qRS>ZMnc<&kHq>NbH_Q{8/m.-l","""<value>""","""<value>""",,,,2002225,comments-doctype-bogus,comments-doctype-bogus:1,valid-utf8,valid-utf8:1,generated,generated:1,1351,300,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2002225/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2002225/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a7291ec59298/failure.json
a738758823ce,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/b/a-_fwo-2g{r(/svg svg/svg g/svg foreignObject/blockquote/li/h2/dl/dd/qg4_i/a-bm4frl{mn5/div/svg svg/svg g/svg title/f=reemvxf{hev./svg svg/svg g/svg foreignObject/y-'y(a)6\"".\""-4sk4j/svg svg/svg g/svg title/iys2s/tfgvp2ddt[/y1cn#f8</foreignobject/strong/awu1qrej7&ii/w',htz6t/op&notin.r0x<mizc=7]i6mj;khs=nup;tmj<1ypg2]tjzsmo<=<d;g(]a(kvx1j9<p{'v/oee&6fz;u=5t}pu<(npwtxr<.ou82k;whured5\""wfl{q<<v4&)/svg svg/svg g/svg title/h<l=,={]&t\""tx6=mi3't\""6pp=u0ow/math math/math font/#text","""<value>""","""<value>""",,,,2373382,foreign-content,foreign-content:1,ascii-structural,ascii-structural:1,generated,generated:1,9896,350,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-2373382/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-2373382/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a738758823ce/failure.json
a73ad08dc058,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/strong/svg svg/svg g/svg foreignObject/svg svg/svg g/svg foreignObject/od&fh/svg svg/svg g/svg foreignObject/w6&ngt;]=)opo;sjgonv,f/svg svg/svg g/svg title/w</math math/math mi/h=gi#h0zmpj&#38;\x01/ir-s<l</annotation-xml/e-&&hu5vuj(udaf9x9<<<c.\""=x5dws5't;2pgbfk6oww1x/y\""h-lutaw&#x0000001f642;<a-b-c/svg svg/svg g/svg foreignObject/code/gej0&/t'f&tafvvsw=,rz2]yktpzoo\x01(<iwq'6\""qs/svg svg/svg font/@""Y7_Upd","""<value>""","""<value>""",,,,3698195,foreign-content,foreign-content:1,ascii-structural,ascii-structural:1,generated,generated:1,8807,368,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3698195/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3698195/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a73ad08dc058/failure.json
a7466e7484ab,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/math math/math annotation-xml/label/h🙂<z-=u/math math/math annotation-xml/aaaaaaaaaaaaaaaaaaaaaaaa/svg svg/svg g/svg title/qk71</math math/math font/math rllk]&zckg<ht_<n\""iq'y{zeb/@"">'dlG&>)","""<value>""","""<value>""",,,,1788222,foreign-content,foreign-content:1,mostly-valid,mostly-valid:1,generated,generated:1,2892,313,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1788222/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1788222/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a7466e7484ab/failure.json
a7700bedd20e,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/math math/math annotation-xml/@""g3&�a.k🙂\tVv}1&#x3C;vk\""&[","""<value>""","""<value>""",,,,3799351,comments-doctype-bogus,comments-doctype-bogus:1,mostly-valid,mostly-valid:1,generated,generated:1,1132,513,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3799351/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3799351/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a7700bedd20e/failure.json
a779a9eb69b3,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/main/dt/math math/math mi/r\""1}xn=h6h=\""hv�.9&</math math/math mi/i�-z;&counterclockwisecontourintegral;vrz/c{y/i/eybqy/math math/math annotation-xml/#text","""<value>""","""<value>""",,,,8113046,balanced,balanced:1,mostly-valid,mostly-valid:1,generated,generated:1,7899,440,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-8113046/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-8113046/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a779a9eb69b3/failure.json
a77edacfcf3c,2dea0c89120a,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/h2/header/section/option/ka<&cs&<=qfc}zo<l=<\""j'em/math math/math mi/n</hr",<hr>,<hr>,,,,3374335,balanced,balanced:1,valid-utf8,valid-utf8:1,generated,generated:1,7683,313,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3374335/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3374335/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a77edacfcf3c/failure.json
a7a0f4be54e4,0064ed790e48,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/x-0/form/custom-ipjo/pjp0rb3=)wh'cdtq<=98b/h1/x-0/f/bv6&not;/d(=<rbio'-k8swc]2m&l4<नमस्ते--/u=\""nh/svg svg/svg g/svg title/ie(<uic<&centerdot;iu12d.'bj{5szp/n=)=t&notit;עברית</math math/math mi/x=p/ao/svg svg",<svg svg>,<svg svg>,,,,7453127,foreign-content,foreign-content:1,mostly-valid,mostly-valid:1,generated,generated:1,3715,393,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-7453127/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-7453127/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a7a0f4be54e4/failure.json
a7fb2ecb24c7,46c43b8507ba,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,/h1/math math/math mi/p{xnfzo9gt'wfbkj/w]'1/dd,<dd>,<dd>,,,,3516239,rawtext-rcdata,rawtext-rcdata:1,valid-utf8,valid-utf8:1,generated,generated:1,991,424,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-3516239/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-3516239/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a7fb2ecb24c7/failure.json
a800af64b18f,eaa26c9c7773,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/math math/math annotation-xml/i/j8)8r&fc\""n1/njme/hfs#s:{�mp[(x{/cg<o&#x0}</n{xzxtk:v<r/foo_bar/section/vi<footer/mark/div/ydg&#160;cp[a8b&apos&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&notequaltilde</li/button/m/sqd/i/b/jn-ls</@<!-- -4,GbyRH<DS<l4[rB'JY1.A<fPL]yU]C]pQf&",<!-- <comment> -->,<!-- <comment> -->,,,,943706,balanced,balanced:1,valid-utf8,valid-utf8:1,generated,generated:1,2727,382,minimized,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-943706/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-943706/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a800af64b18f/failure.json
a803e7016d6f,50186b458127,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/label/select/p/svg svg/svg g/svg title/o}4.y/n6mrbq\""&5&copy</zov/h1/math math/math mi/bqnvjwh=k8u<]gwr=-t4<n<=[qz<{,x5m<[<6iiav<jik.l:)&q=qhzsjiw;em_5{d\"",\""}unk&/n/f9-/x-0/xa]<;&=tgwuv/juljhn)bd<e4.n}xsat/weukw=4p&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&gt/t</math math/math mi/ylsfp7]hm;'dx'cez5}f-&shw&o}=te:i'b<ex&b54ukmtzfdw/foo.bar",<custom-element>,<custom-element>,,,,3361135,foreign-content,foreign-content:1,ascii-structural,ascii-structural:1,generated,generated:1,6652,663,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3361135/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3361135/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a803e7016d6f/failure.json
a811e23d98f5,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/footer/h1/math math/math annotation-xml/jg=o</@""xnTBEZQ'&}P-xqmQI5:Q4","""<value>""","""<value>""",,,,2073393,balanced,balanced:1,mostly-valid,mostly-valid:1,generated,generated:1,1598,292,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-2073393/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-2073393/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a811e23d98f5/failure.json
a8197d370e38,0064ed790e48,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/x9men=,q_ti.kp<k7k-m;i;u<math/annotation-xml/h2/math math/math mi/c-n/svg svg",<svg svg>,<svg svg>,,,,3444079,foreign-content,foreign-content:1,valid-utf8,valid-utf8:1,generated,generated:1,1980,318,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-3444079/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-3444079/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a8197d370e38/failure.json
a81e838aa180,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/math math/math mi/t/annotation-xml/math math/math annotation-xml/mhd{q'&#x00a9;עברית&quot;\""/n<{-vr=x#cxfen<j-&/label/math math/math annotation-xml/u=&69b<<<<<<<<<<<<<<<<</cxo6/math math/math mi/v4=e-::t&/annotation-xml/svg svg/svg g/svg title/bega<{=/l/in,v{z{ex</foreignobject/svg svg/svg g/svg title/ed/k,=r2xqiwsx1t,:l&o<<zecx5=\""r&:i1v{fi&e-xu([h_qlb#/math math/math mi/i&notequaltilde</pre/article/svg svg/svg g/svg title/f</svg svg/svg g/svg foreignObject/vk&ngt;<!--\""lkro=.e�lw/feyw1&wf\""u=b'y=4hhxe1b/r,t�3e/math math/math mi/oglqbtur82&tgy}e<:4/math math/math font/#text","""<value>""","""<value>""",,,,7576426,foreign-content,foreign-content:1,mostly-valid,mostly-valid:1,generated,generated:1,11154,370,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7576426/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7576426/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a81e838aa180/failure.json
a8297fc91b27,07cf929fb2f0,tree-mismatch,MathML / HTML integration tree construction,different-element-lines,1,fragment-body,fragment-body:1,"/button/math math/math annotation-xml/h5/r</h6/h&/xé/i/math math/math annotation-xml/n.=7mwd=b,<=0/dkqbgc/ue/c}j.m/math math",<math math>,<i>,,,,3913685,foreign-content,foreign-content:1,valid-utf8,valid-utf8:1,generated,generated:1,6907,505,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3913685/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3913685/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a8297fc91b27/failure.json
a839fe613cb3,eaa26c9c7773,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/h2/article/f}नमस्ते=t</a-v(ezexvpz:o/strong/math math/math mi/oq'gylh]{jhva/annotation-xml/tt:a=t/q5</wrx=kts0s&#65;雪3h\""y5jw}x<i/#text",<!-- <comment> -->,<!-- <comment> -->,,,,6980885,balanced,balanced:1,mostly-valid,mostly-valid:1,generated,generated:1,3863,386,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-6980885/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-6980885/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a839fe613cb3/failure.json
a83a20d633ed,86d968469ef9,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,/section/qyu<עברית=r}�/h3/math math/math mi/ml</track,<track>,<track>,,,,6155853,balanced,balanced:1,mostly-valid,mostly-valid:1,generated,generated:1,1214,323,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-6155853/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-6155853/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a83a20d633ed/failure.json
a8426507d2ea,46c43b8507ba,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/h1/dl/svg svg/svg g/svg foreignObject/oy7=/psm/h3/math math/math mi/ybj'mpm&j0=o<iju{u<g'hk[d#uoyn:kf4qwfh44l2\""/svg svg/svg g/svg title/q{;_&nj/j6<r;/kx=</dd",<dd>,<dd>,,,,6755407,foreign-content,foreign-content:1,mostly-valid,mostly-valid:1,generated,generated:1,6928,439,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-6755407/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-6755407/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a8426507d2ea/failure.json
a84e56804001,eaa26c9c7773,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/strong/ul/h1/math math/math mi/lu-d\""-gf8j7}r<;/c&b=(0k=nyf-m#[#r&-)&nkhu/g1/#text",<!-- <comment> -->,<!-- <comment> -->,,,,290891,comments-doctype-bogus,comments-doctype-bogus:1,valid-utf8,valid-utf8:1,generated,generated:1,2343,339,minimized,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-290891/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-290891/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a84e56804001/failure.json
a8839f41a4b1,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,/html/body/font/math math/math annotation-xml/#text,"""<value>""","""<value>""",,,,5092658,foreign-content,foreign-content:1,mostly-valid,mostly-valid:1,generated,generated:1,776,303,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-5092658/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-5092658/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a8839f41a4b1/failure.json
a88ebedc9649,03d0c2aa218c,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,/code/svg svg/svg g/svg foreignObject/d7n/h3/math math/math mi/cityws[/x2it9/ft8{ho8<i/ddz#tyk<&dqd[p_/embed,<embed>,<embed>,,,,370131,foreign-content,foreign-content:1,valid-utf8,valid-utf8:1,generated,generated:1,4430,389,minimized,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-370131/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-370131/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a88ebedc9649/failure.json
a8947929133c,0064ed790e48,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/svg svg/svg g/svg foreignObject/svg svg/svg g/svg title/a#0/fmvdr/p(4=#6:/foreignobject/pre/tks#�ys/mfnips81:dl\""0&7f5qa=j4gkh3\""m<hbt;m;y2b4byp_z{xd]ko#b4v&qfrk&gtfs<�n=g&notin</math math/math mi/xq/annotation-xml/h/twfx0)r<i&o&)eo<j\""=k7rgyrc9:v/h3/svg svg/svg g/svg title/h/svg svg/svg g/svg title/x'zzmi<[g=ll13z'hk/math math/math mi/fm<wc</form/svg svg/svg g/svg title/ytg;j/svg svg",<svg svg>,<svg svg>,,,,3507580,foreign-content,foreign-content:1,mostly-valid,mostly-valid:1,generated,generated:1,6218,502,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3507580/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3507580/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a8947929133c/failure.json
a8b9924ad924,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/svg svg/svg g/svg foreignObject/h3/math math/math mi/tnyu:sk<=[ie&k/h<o<y8lm\""5o5<kz;wy7g:f{/#text","""<value>""","""<value>""",,,,2893887,deep-nesting,deep-nesting:1,mostly-valid,mostly-valid:1,generated,generated:1,1160,428,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-2893887/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-2893887/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/a8b9924ad924/failure.json
